ORIGINAL_WORD,GENTLE_GENERATED,START_TIME,END_TIME
we,we,1314.58,1314.6999999999998
have,have,1314.7,1314.9
squats,squats,1314.91,1315.48
plus,plus,1316.3,1316.58
side,side,1316.58,1316.85
lifts,lifts,1316.85,1317.23
so,so,1318.5,1318.92
then,then,1320.44,1320.6100000000001
do,do,1320.61,1320.77
a,a,1320.77,1320.84
lift,lift,1320.84,1321.1999999999998
on,on,1321.3,1321.4199999999998
each,each,1321.42,1321.6200000000001
side,side,1321.62,1321.9899999999998
in,in,1322.0999999999997,1322.12
between,between,1322.12,1322.3199999999997
their,their,1322.3199999999997,1322.4499999999998
squat,squat,1322.4699999999998,1322.7799999999997
here,here,1327.37,1327.51
we,we,1327.509999,1327.599999
go,go,1327.599999,1327.799999
squat,squat,1328.139999,1328.769999
there,there,1329.54,1329.69
we,we,1329.69,1329.81
go,go,1329.809999,1329.9599990000002
well,well,1330.26,1330.41
actually,actually,1330.43,1330.67
we'll,we'll,1330.67,1330.8500000000001
just,just,1330.859999,1330.929999
do,do,1330.93,1331.0600000000002
one,one,1331.059999,1331.359999
sorry,sorry,1331.449999,1331.7599989999999
I,i,1331.76,1331.84
lied,lied,1331.84,1332.1299999999999
so,so,1332.5,1332.76
squat,squat,1332.77,1333.3899999999999
and,and,1333.32,1333.51
then,then,1333.52,1333.6299999999999
come,come,1333.63,1333.8500000000001
right,right,1333.85,1334.06
back,back,1334.06,1334.28
up,up,1334.28,1334.59
with,with,1334.92,1335.0900000000001
your,your,1335.09,1335.22
weight,weight,1335.22,1335.52
in,in,1335.55,1335.7
that,that,1335.7,1335.89
leg,,,
so,so,1336.24,1336.35
you're,you're,1336.35,1336.4599999999998
actually,actually,1336.46,1336.77
doing,doing,1336.77,1337.01
a,a,1337.01,1337.05
lot,lot,1337.05,1337.18
more,more,1337.18,1337.38
work,work,1337.38,1337.67
each,each,1337.68,1337.89
time,time,1337.89,1338.3000000000002
on,on,1338.68,1338.94
one,one,1338.94,1339.05
of,of,1339.05,1339.1699999999998
your,your,1339.17,1339.29
legs,legs,1339.29,1339.6499999999999
so,so,1339.65,1339.93
it's,,,
a,,,
good,,,
way,way,1340.389999,1340.499999
to,to,1340.5,1340.58
build,build,1340.58,1340.79
strength,strength,1340.79,1341.1499999999999
and,and,1341.7,1341.98
balance,balance,1341.99,1342.49
and,and,1343.67,1343.79
if,if,1343.79,1343.8899999999999
you,you,1343.889999,1344.0099989999999
need,need,1344.009999,1344.1899990000002
to,,,
you,you,1344.38,1344.49
can,can,1344.49,1344.58
hold,hold,1344.58,1344.81
on,on,1344.809999,1344.909999
to,to,1344.91,1344.98
something,something,1344.98,1345.25
while,while,1345.25,1345.34
you,you,1345.34,1345.4399999999998
do,do,1345.44,1345.5700000000002
this,this,1345.57,1345.82
but,but,1345.82,1345.99
if,if,1345.99,1346.18
you're,you're,1346.179999,1346.2699989999999
not,not,1346.27,1346.6
it,it,1346.849999,1347.029999
definitely,definitely,1347.03,1347.42
takes,takes,1347.42,1347.6200000000001
a,a,1347.62,1347.7199999999998
lot,lot,1347.719999,1348.0099989999999
of,of,1348.01,1348.15
core,core,1348.16,1348.4
work,work,1348.4,1348.73
honestly,honestly,1349.35,1349.82
something,something,1349.84,1350.11
like,like,1350.109999,1350.259999
this,this,1350.26,1350.68
is,is,1350.77,1351.06
a,a,1351.51,1351.6299999999999
million,million,1351.63,1352.17
times,times,1352.17,1352.51
better,better,1352.52,1352.91
for,for,1352.94,1353.0900000000001
your,your,1353.09,1353.3
abs,abs,1353.33,1353.75
than,than,1353.78,1353.97
any,any,1353.99,1354.26
kind,kind,1354.26,1354.5
of,of,1354.5,1354.64
crunch,crunch,1354.64,1354.96
you,you,1354.96,1355.07
could,could,1355.07,1355.21
ever,ever,1355.23,1355.46
think,think,1355.46,1355.71
of,of,1355.71,1355.94
ten,ten,1363.54,1363.76
seconds,seconds,1363.759999,1364.109999
left,left,1364.219999,1364.379999
so,so,1374.41,1374.77
whichever,whichever,1375.32,1375.74
leg,leg,1375.74,1375.88
you,you,1375.89,1376.01
had,had,1376.02,1376.18
extended,extended,1376.179999,1376.689999
last,last,1376.82,1377.08
time,time,1377.08,1377.37
is,is,1378.32,1378.49
coming,coming,1378.49,1378.8
in,in,1378.8,1379.0
oh,oh,1380.799999,1380.879999
yeah,yeah,1381.17,1381.4
sorry,sorry,1381.469999,1381.8099989999998
to,to,1381.929999,1381.989999
do,do,1382.059999,1382.1899990000002
opposite,opposite,1382.19,1382.49
leg,leg,1382.49,1382.7
position,position,1382.7,1383.19
so,so,1383.929999,1384.139999
we're,we're,1384.139999,1384.2599989999999
tacking,tacking,1384.26,1384.61
it,it,1384.609999,1384.719999
on,on,1384.719999,1384.849999
this,this,1384.85,1385.0
side,side,1385.0,1385.27
this,this,1385.27,1385.4
time,time,1385.4,1385.76
here,here,1387.22,1387.4
we,we,1387.4,1387.49
go,go,1387.49,1387.72
so,so,1387.78,1388.06
we,we,1388.07,1388.09
press,press,1388.1,1388.3799999999999
the,,,
up,up,1388.41,1388.68
come,come,1389.76,1389.92
back,back,1389.92,1390.0900000000001
down,down,1390.09,1390.4599999999998
I,i,1391.93,1392.0
remember,remember,1392.0,1392.38
not,not,1392.38,1392.64
to,to,1392.64,1392.75
let,let,1392.75,1392.96
your,your,1392.96,1393.29
body,body,1393.53,1393.82
the,the,1393.82,1393.8799999999999
rocks,rocks,1393.88,1394.17
look,look,1394.17,1394.3000000000002
around,around,1394.3,1394.61
completely,completely,1394.61,1395.25
remember,remember,1401.67,1402.0500000000002
to,to,1402.049999,1402.069999
keep,keep,1402.07,1402.28
breathing,breathing,1402.289999,1402.809999
it's,it's,1402.82,1402.8999999999999
really,really,1402.9,1403.13
easy,easy,1403.129999,1403.389999
to,to,1403.389999,1403.439999
hold,hold,1403.449999,1403.689999
your,your,1403.690001,1403.8100009999998
breath,breath,1404.2500009999999,1404.5600009999998
here,here,1413.15,1413.5700000000002
squeeze,squeeze,1415.44,1416.1100000000001
the,the,1416.16,1416.26
top,top,1423.26,1423.33
two,two,1431.069999,1431.499999
one,,,
all,,,
right,right,1433.24,1433.55
when,when,1433.58,1433.73
it,it,1433.73,1433.82
relaxed,relaxed,1433.82,1434.35
we've,we've,1434.349999,1434.429999
got,got,1434.429999,1434.619999
15,<unk>,1434.62,1435.02
seconds,seconds,1435.02,1435.55
and,and,1436.36,1436.51
then,then,1436.509999,1436.6599990000002
one,one,1436.66,1436.8700000000001
more,more,1436.87,1437.08
active,active,1437.11,1437.4599999999998
interval,interval,1437.46,1437.95
then,then,1439.049999,1439.2099990000002
a,a,1439.209999,1439.2799989999999
cool,cool,1439.279999,1439.569999
down,down,1439.57,1439.8
and,and,1439.85,1439.9299999999998
you'll,,,
get,get,1440.119999,1440.319999
your,your,1440.44,1440.8
workout,workout,1440.939999,1441.359999
complete,complete,1441.359999,1441.759999
for,for,1441.76,1441.9
the,the,1441.9,1441.97
day,day,1441.97,1442.25
to,to,1443.78,1443.8
keep,keep,1443.8,1443.99
moving,moving,1443.99,1444.43
from,from,1445.6,1445.78
our,our,1445.78,1445.8999999999999
squat,squat,1445.9,1446.41
plus,plus,1446.43,1446.65
I,i,1447.13,1447.14
like,like,1447.14,1447.17
this,this,1447.17,1447.42
here,here,1448.52,1448.55
we,we,1448.55,1448.6399999999999
go,go,1448.639999,1448.809999
so,so,1449.04,1449.22
down,down,1449.22,1449.73
lift,lift,1450.51,1450.76
up,up,1450.76,1451.02
I'm,,,
trying,,,
to,to,1451.679999,1451.839999
make,make,1451.84,1452.04
this,this,1452.04,1452.23
as,as,1452.24,1452.42
controlled,controlled,1452.42,1453.0600000000002
as,as,1453.059999,1453.149999
you,you,1453.15,1453.26
can,can,1453.259999,1453.599999
you,you,1453.969999,1454.129999
don't,don't,1454.13,1454.3000000000002
want,want,1454.299999,1454.4299990000002
to,to,1454.429999,1454.449999
be,be,1454.45,1454.6100000000001
just,just,1454.61,1454.8799999999999
throwing,throwing,1455.339999,1455.7399990000001
it,it,1455.74,1455.85
up,up,1455.849999,1455.9899990000001
there,there,1455.99,1456.24
you,you,1456.6,1456.73
don't,don't,1456.73,1456.91
use,use,1456.940001,1457.150001
monitoring,monitoring,1457.15,1457.49
you,you,1457.49,1457.61
and,and,1457.789999,1457.899999
control,control,1457.9,1458.38
the,the,1458.39,1458.51
entire,entire,1458.51,1458.91
time,time,1458.91,1459.26
no,no,1459.98,1460.22
cheating,cheating,1460.22,1460.57
it's,it's,1462.59,1462.74
tempting,tempting,1462.74,1463.2
right,right,1471.12,1471.4799999999998
just,,,
about,,,
20,<unk>,1473.0699999999997,1473.2799999999997
seconds,seconds,1473.2799999999997,1473.6799999999998
left,left,1473.6799999999998,1473.9499999999998
five,five,1487.41,1487.77
seconds,seconds,1487.77,1488.3
all,all,1492.77,1492.79
right,right,1493.48,1493.95
that,that,1494.44,1494.6100000000001
does,does,1494.459999,1494.609999
it,it,1494.679999,1495.039999
for,for,1495.799999,1495.819999
your,your,1495.99,1496.05
cardio,cardio,1496.05,1496.56
I'm,i'm,1496.86,1496.8799999999999
gonna,gonna,1496.88,1497.0300000000002
bring,bring,1497.03,1497.21
our,our,1497.21,1497.31
heart,heart,1497.31,1497.56
rate,rate,1497.56,1497.77
down,down,1497.77,1498.11
and,and,1499.06,1499.22
stretch,stretch,1499.22,1499.48
out,out,1499.48,1499.6200000000001
those,those,1499.62,1499.8
muscles,muscles,1499.8,1500.25
so,so,1500.72,1501.06
keep,keep,1502.139999,1502.359999
your,your,1502.36,1502.4599999999998
feet,feet,1502.46,1502.69
moving,moving,1502.69,1503.04
for,for,1503.059999,1503.129999
a,a,1503.13,1503.19
second,second,1503.19,1503.5800000000002
just,just,1504.96,1505.16
some,some,1505.17,1505.38
nice,nice,1505.38,1505.64
deep,deep,1505.679999,1505.7599989999999
breaths,breaths,1505.77,1506.08
here,here,1506.08,1506.3899999999999
all,all,1513.459999,1513.5499989999998
right,right,1513.699999,1513.969999
clean,clean,1514.68,1514.91
your,your,1514.91,1515.01
feet,feet,1515.02,1515.32
nice,nice,1516.68,1516.93
and,and,1516.93,1517.05
slow,slow,1517.05,1517.44
stretch,stretch,1517.58,1517.85
overhead,overhead,1517.86,1518.49
stretch,stretch,1519.7,1520.25
as,as,1520.29,1520.44
far,far,1520.44,1520.68
as,as,1520.679999,1520.7799989999999
you,you,1520.78,1520.8799999999999
can,can,1520.88,1521.2800000000002
for,for,1521.309999,1521.4599990000002
the,the,1521.46,1521.6100000000001
entire,entire,1521.62,1522.2399999999998
way,way,1522.24,1522.81
it,it,1523.63,1523.65
all,all,1523.66,1523.8600000000001
the,the,1523.86,1523.9199999999998
way,way,1523.92,1524.0600000000002
the,the,1524.059999,1524.1899990000002
top,top,1524.2,1524.57
now,now,1525.82,1526.04
lean,lean,1526.04,1526.3
to,to,1526.299999,1526.4599990000002
one,one,1526.46,1526.72
side,side,1526.719999,1527.129999
ever,ever,1527.66,1527.94
so,so,1527.94,1528.15
slightly,slightly,1528.15,1528.69
gently,gently,1529.279999,1529.899999
as,as,1530.029999,1530.1599990000002
far,far,1530.16,1530.38
as,as,1530.379999,1530.459999
you,you,1530.46,1530.55
can,can,1530.55,1530.96
no,no,1532.23,1532.43
the,the,1532.43,1532.6000000000001
other,other,1532.6,1532.8999999999999
more,more,1537.54,1537.83
time,time,1537.83,1538.11
on,on,1538.11,1538.2199999999998
each,each,1538.22,1538.41
side,side,1538.41,1538.88
next,next,1546.4,1546.64
we're,we're,1546.639999,1546.739999
gonna,gonna,1546.74,1546.92
swing,swing,1546.92,1547.21
down,down,1547.209999,1547.679999
and,and,1548.190001,1548.2700009999999
then,then,1548.27,1548.3
it's,it's,1548.299999,1548.389999
circle,circle,1548.39,1548.8100000000002
towards,towards,1548.84,1549.11
one,one,1549.109999,1549.269999
of,of,1549.27,1549.3799999999999
our,our,1549.38,1549.5
toes,toes,1549.5,1550.0
so,so,1550.96,1551.3500000000001
slowly,slowly,1551.66,1552.5900000000001
stretching,stretching,1553.71,1554.21
the,the,1554.21,1554.29
entire,entire,1554.29,1554.76
way,way,1554.76,1555.29
down,down,1555.37,1555.7399999999998
to,to,1555.75,1555.89
one,one,1555.89,1556.15
toe,toe,1556.16,1556.52
then,then,1557.27,1557.48
walk,walk,1557.48,1557.77
slowly,slowly,1557.88,1558.69
over,over,1558.69,1558.98
to,to,1558.98,1559.13
the,the,1559.13,1559.2800000000002
other,other,1559.28,1559.69
I'll,i'll,1562.87,1563.0
come,come,1563.0,1563.21
back,back,1563.21,1563.44
up,up,1563.44,1563.6000000000001
so,so,1565.469999,1565.739999
whatever,whatever,1565.74,1566.3
your,your,1566.299999,1566.4999990000001
range,range,1566.51,1566.72
of,of,1566.72,1566.74
motion,motion,1566.76,1567.1
is,is,1567.1,1567.32
you,you,1567.33,1567.46
have,have,1567.46,1567.69
to,to,1567.69,1567.8
respect,respect,1567.8,1568.23
it,it,1568.23,1568.3700000000001
and,and,1568.37,1568.4599999999998
never,never,1568.46,1568.67
push,push,1568.67,1568.8700000000001
it,it,1568.87,1568.9699999999998
stretch,stretch,1568.97,1569.31
to,to,1569.31,1569.45
where,where,1569.45,1569.5900000000001
it,it,1569.59,1569.6799999999998
hurts,hurts,1569.68,1570.0600000000002
move,move,1570.78,1570.95
nice,nice,1570.96,1571.23
and,and,1571.23,1571.3700000000001
slow,slow,1571.37,1571.8999999999999
always,always,1571.91,1572.5800000000002
no,no,1573.7,1573.9
bouncing,bouncing,1573.9,1574.48
to,to,1574.48,1574.58
try,try,1574.58,1574.84
to,to,1574.849999,1574.869999
get,get,1574.87,1574.9899999999998
more,more,1574.99,1575.48
range,range,1575.55,1575.75
of,of,1575.75,1575.82
motion,motion,1575.82,1576.24
just,just,1576.29,1576.4099999999999
doodle,doodle,1577.259999,1577.4899990000001
you,you,1577.49,1577.61
can,can,1577.61,1577.9599999999998
do,do,1579.5599999999997,1579.5799999999997
that,that,1579.75,1579.91
once,once,1579.91,1580.16
more,more,1580.16,1580.3300000000002
so,so,1585.129999,1585.259999
you,you,1585.27,1585.34
should,should,1585.35,1585.49
feel,feel,1585.49,1585.72
this,this,1585.72,1585.98
in,in,1586.03,1586.17
your,your,1586.17,1586.3200000000002
lower,lower,1586.32,1586.6
back,back,1586.6,1586.9499999999998
and,and,1586.99,1587.26
the,the,1587.26,1587.33
back,back,1587.33,1587.53
to,to,1587.53,1587.62
your,your,1587.62,1587.7399999999998
thighs,thighs,1587.74,1588.17
now,now,1592.21,1592.38
go,go,1592.429999,1592.559999
down,down,1592.559999,1592.899999
once,once,1592.9,1593.18
more,more,1593.179999,1593.499999
opposite,opposite,1593.639999,1593.989999
direction,direction,1593.99,1594.54
alright,alright,1603.3,1603.8899999999999
now,now,1604.55,1604.6599999999999
were,were,1604.66,1604.76
to,to,1604.76,1604.84
go,go,1604.84,1604.99
into,into,1604.99,1605.26
a,a,1605.26,1605.33
warrior,warrior,1605.33,1605.8799999999999
on,on,1606.04,1606.17
one,one,1606.17,1606.38
side,side,1606.38,1606.8500000000001
so,so,1607.3,1607.53
one,one,1607.53,1607.75
foot,foot,1607.75,1607.94
pointed,pointed,1607.94,1608.29
forward,forward,1608.29,1608.8899999999999
when,when,1609.91,1610.16
perpendicular,perpendicular,1610.16,1610.91
arms,arms,1612.37,1612.6999999999998
out,out,1612.7,1613.01
I,i,1613.219999,1613.229999
mean,mean,1613.259999,1613.539999
into,into,1613.54,1613.87
it,it,1613.87,1614.02
as,as,1614.03,1614.12
much,much,1614.12,1614.3
as,as,1614.3,1614.4199999999998
you,you,1614.42,1614.49
need,need,1614.49,1614.7
you,you,1614.7,1614.78
to,to,1614.78,1614.8799999999999
feel,feel,1614.88,1615.1000000000001
stretch,stretch,1615.099999,1615.609999
take,take,1620.68,1620.8200000000002
a,a,1620.82,1620.8799999999999
couple,couple,1620.879999,1621.159999
nice,nice,1621.16,1621.41
deep,deep,1621.41,1621.6000000000001
breaths,breaths,1621.61,1621.8999999999999
here,here,1621.9,1622.46
and,and,1625.26,1625.35
tip,tip,1625.4,1625.5700000000002
forward,forward,1625.57,1626.07
so,so,1626.26,1626.64
rest,rest,1627.14,1627.5200000000002
your,your,1627.52,1627.92
arm,arm,1628.03,1628.34
on,on,1628.34,1628.4599999999998
your,your,1628.46,1628.6000000000001
thigh,thigh,1628.599999,1629.109999
arm,arm,1629.82,1630.09
straight,straight,1630.09,1630.4099999999999
up,up,1630.41,1630.67
stay,stay,1632.7,1632.95
here,here,1632.95,1633.3600000000001
for,for,1633.36,1633.5
a,a,1633.5,1633.55
couple,couple,1633.549999,1633.799999
breaths,breaths,1634.049999,1634.159999
alright,alright,1640.9699990000001,1641.049999
now,now,1641.22,1641.58
fold,fold,1642.17,1642.44
forward,forward,1642.44,1642.99
and,and,1643.05,1643.23
rotate,rotate,1643.23,1643.76
your,your,1644.16,1644.41
deep,deep,1644.41,1644.75
runners,runners,1644.75,1645.12
lunge,lunge,1645.12,1645.61
go,go,1645.66,1645.76
down,down,1645.76,1646.06
as,as,1646.07,1646.09
far,far,1646.09,1646.33
as,as,1646.33,1646.4199999999998
you,you,1646.42,1646.5
need,need,1646.5,1646.72
to,,,
to,to,1646.809999,1646.889999
get,get,1646.889999,1646.989999
a,a,1646.99,1647.15
good,,,
stretch,stretch,1647.16,1647.64
feel,feel,1648.96,1649.22
this,,,
in,in,1649.58,1649.74
your,your,1649.74,1649.89
groin,groin,1649.889999,1650.319999
here,here,1650.32,1650.6899999999998
blows,,,
through,through,1651.37,1651.51
these,these,1651.509999,1651.9499990000002
aside,aside,1652.13,1652.65
slowly,slowly,1660.36,1660.9699999999998
up,up,1660.98,1661.0
straighten,straighten,1661.91,1662.3500000000001
that,that,1662.35,1662.5
leg,leg,1662.89,1662.92
but,but,1662.92,1662.95
keep,keep,1663.52,1663.77
reaching,reaching,1663.78,1664.16
for,for,1664.16,1664.3000000000002
that,that,1664.3,1664.53
toe,toe,1664.53,1664.91
now,now,1665.05,1665.22
you're,you're,1665.22,1665.3500000000001
gonna,,,
feel,feel,1665.46,1665.71
this,this,1665.71,1665.9
through,through,1665.91,1666.03
the,the,1666.03,1666.12
back,back,1666.12,1666.37
of,,,
this,this,1666.48,1666.68
side,side,1666.679999,1667.059999
that's,that's,1667.07,1667.11
straight,straight,1667.11,1667.4599999999998
now,now,1667.46,1667.75
come,come,1675.55,1675.72
back,back,1675.72,1675.91
up,up,1675.95,1676.23
same,same,1677.39,1677.7
thing,thing,1677.7,1677.9
on,on,1677.9,1677.99
the,the,1677.99,1678.09
opposite,opposite,1678.09,1678.4099999999999
side,side,1678.41,1678.72
so,so,1678.72,1678.9
point,point,1678.9,1679.23
this,this,1679.26,1679.84
what's,what's,1679.88,1680.15
for,for,1680.15,1680.66
this,this,1681.7,1681.94
one,one,1681.94,1682.22
in,in,1682.36,1682.4799999999998
line,line,1682.48,1682.7
with,with,1682.7,1682.8300000000002
your,your,1682.83,1682.9499999999998
hands,hands,1682.95,1683.49
lean,lean,1684.67,1684.8600000000001
forward,forward,1684.86,1685.25
as,as,1685.25,1685.37
much,much,1685.37,1685.56
as,as,1685.559999,1685.659999
you,you,1685.66,1685.76
need,need,1685.759999,1685.9199990000002
to,to,1685.95,1686.14
you,,,
to,to,1686.139999,1686.229999
get,get,1686.23,1686.35
a,a,1686.349999,1686.409999
good,good,1686.41,1686.5900000000001
stretch,stretch,1686.6000000000001,1687.2200000000003
right,right,1697.14,1697.17
now,now,1697.37,1697.3899999999999
tilt,tilt,1697.69,1697.94
forward,forward,1697.94,1698.41
straight,straight,1699.3500000000001,1699.6000000000001
in,in,1699.6000000000001,1699.6200000000001
here,here,1699.91,1700.5900000000001
open,open,1702.349999,1702.649999
your,your,1702.65,1702.77
chest,chest,1702.77,1703.1399999999999
up,up,1703.139999,1703.339999
a,,,
nice,nice,1703.74,1704.04
stretch,stretch,1704.05,1704.72
going,going,1714.82,1714.99
forward,forward,1715.16,1715.5
over,over,1715.5,1715.69
this,this,1715.69,1715.8600000000001
foot,foot,1715.87,1716.1699999999998
that,that,1716.96,1717.21
deep,deep,1717.22,1717.51
lunge,lunge,1717.51,1718.14
and,and,1727.01,1727.12
straighten,straighten,1727.529999,1727.9699990000001
that,that,1727.969999,1728.179999
way,way,1728.309999,1728.569999
which,which,1729.999999,1730.239999
is,is,1730.239999,1730.349999
breaching,<unk>,1730.379999,1730.489999
for,for,1730.75,1730.87
that,that,1730.87,1731.11
toe,toe,1731.11,1731.5
all,all,1744.119999,1744.139999
right,right,1744.139999,1744.369999
you,,,
know,,,
come,come,1744.59,1744.8
back,back,1744.799999,1745.019999
up,up,1745.07,1745.31
we,we,1746.6,1746.6299999999999
stretch,stretch,1746.799999,1747.039999
out,out,1747.039999,1747.109999
the,the,1747.259999,1747.309999
front,front,1747.439999,1747.609999
of,of,1747.609999,1747.629999
those,those,1747.959999,1747.9899990000001
thighs,thighs,1747.9899990000001,1748.639999
quadriceps,,,
so,so,1749.49,1749.82
you,you,1750.32,1750.45
need,need,1750.45,1750.5900000000001
to,to,1750.6,1750.6699999999998
hold,hold,1750.67,1750.88
onto,onto,1750.88,1751.0700000000002
the,the,1751.07,1751.1499999999999
wall,wall,1751.15,1751.45
for,for,1751.45,1751.63
balance,balance,1751.63,1751.99
that's,that's,1751.99,1752.19
fine,fine,1752.19,1752.54
otherwise,otherwise,1752.55,1753.02
pull,pull,1753.38,1753.5400000000002
your,your,1753.54,1753.6599999999999
foot,foot,1753.66,1753.8300000000002
up,up,1753.83,1753.9199999999998
as,as,1753.92,1754.02
far,far,1754.02,1754.2
as,as,1754.2,1754.3
you,you,1754.309999,1754.329999
need,need,1754.33,1754.56
to,,,
get,get,1754.73,1754.8700000000001
a,a,1754.87,1754.9199999999998
stretch,stretch,1754.92,1755.22
to,to,1755.22,1755.24
the,the,1755.27,1755.46
front,front,1755.5,1755.72
of,of,1755.719999,1755.849999
your,your,1755.849999,1755.959999
thigh,thigh,1756.0299989999999,1756.3199989999998
switch,switch,1771.609999,1771.889999
sides,sides,1771.8899979999999,1772.059998
all,all,1772.0599989999998,1772.0799989999998
right,right,1772.079998,1772.6399979999999
now,now,1788.09,1788.37
if,if,1788.38,1788.47
you've,you've,1788.47,1788.6200000000001
got,got,1788.62,1788.87
an,an,1788.9,1789.0700000000002
open,open,1789.07,1789.46
wall,wall,1789.46,1790.05
or,or,1790.639999,1790.779999
anything,anything,1790.83,1791.24
to,to,1791.24,1791.33
rest,rest,1791.33,1791.54
your,your,1791.54,1791.6399999999999
hand,hand,1791.639999,1791.909999
against,against,1791.91,1792.19
we're,we're,1792.219999,1792.3099989999998
gonna,gonna,1792.309999,1792.4699990000001
do,do,1792.469999,1792.599999
a,a,1792.599999,1792.659999
chest,chest,1792.66,1792.94
stretch,stretch,1792.94,1793.39
so,so,1793.95,1794.3600000000001
place,place,1794.61,1794.87
your,your,1794.87,1794.9899999999998
hand,hand,1794.99,1795.18
against,against,1795.179999,1795.439999
the,the,1795.44,1795.55
wall,wall,1795.549999,1795.899999
straighten,straighten,1796.509999,1796.829999
your,your,1796.83,1796.98
arm,arm,1796.98,1797.28
and,and,1797.28,1797.45
then,then,1797.45,1797.63
slowly,slowly,1797.639999,1798.129999
rotate,rotate,1798.129999,1798.619999
away,away,1798.629999,1798.869999
until,until,1798.869999,1799.149999
you,you,1799.15,1799.3000000000002
feel,feel,1799.299999,1799.579999
stretch,stretch,1799.59,1799.8799999999999
all,all,1799.9,1800.0400000000002
through,through,1800.039999,1800.2099990000002
here,here,1800.2,1800.72
you,you,1814.78,1814.8899999999999
know,know,1814.889999,1815.109999
make,make,1815.12,1815.26
sure,sure,1815.259999,1815.4299990000002
you,you,1815.429999,1815.5299989999999
drink,drink,1815.53,1815.78
lots,lots,1815.79,1816.19
of,of,1816.190001,1816.2600009999999
water,water,1816.26,1816.57
after,after,1816.57,1816.87
this,this,1816.869999,1817.299999
just,just,1817.75,1817.89
lost,lost,1817.889999,1818.129999
a,a,1818.129999,1818.189999
lot,lot,1818.190001,1818.410001
of,of,1818.41,1818.5
water,water,1818.5,1818.87
through,through,1818.9,1819.27
our,our,1819.97,1820.1000000000001
workout,workout,1820.11,1820.61
we,we,1820.91,1820.93
need,need,1820.94,1821.17
to,to,1821.17,1821.25
rehydrate,<unk>,1821.25,1821.86
as,as,1821.94,1822.0700000000002
soon,soon,1822.07,1822.4399999999998
as,as,1822.44,1822.5700000000002
you,you,1822.57,1822.6799999999998
can,can,1822.68,1823.1200000000001
alright,alright,1826.9,1827.21
switch,switch,1827.21,1827.48
sides,sides,1827.48,1827.99
so,so,1828.01,1828.36
opposite,opposite,1829.69,1830.1100000000001
hand,hand,1830.11,1830.53
rotate,rotate,1830.559999,1830.9799990000001
away,away,1830.98,1831.5
you,you,1832.37,1832.5
feel,feel,1832.5,1832.76
a,a,1832.759999,1832.829999
good,good,1832.83,1833.05
stretch,stretch,1833.19,1833.75
right,right,1837.58,1837.73
now,now,1851.08,1851.25
let's,let's,1851.25,1851.48
walk,walk,1851.48,1851.72
down,down,1852.83,1853.01
into,into,1853.01,1853.26
a,a,1853.26,1853.34
plank,plank,1853.34,1853.9599999999998
nice,nice,1854.74,1855.05
and,and,1855.049999,1855.2299990000001
slow,slow,1855.23,1855.77
I'm,i'm,1857.03,1857.09
doing,doing,1857.09,1857.3799999999999
that,that,1857.38,1857.5500000000002
stretch,stretch,1857.55,1858.11
and,and,1858.52,1858.71
you're,,,
way,way,1858.88,1859.0600000000002
up,up,1859.06,1859.28
there,there,1859.28,1859.85
now,now,1862.75,1863.12
you're,you're,1863.63,1863.7600000000002
gonna,gonna,1863.76,1863.89
stay,stay,1863.889999,1864.219999
here,here,1864.219999,1864.649999
and,and,1864.7,1864.89
kind,kind,1864.889999,1865.039999
of,of,1865.04,1865.2
walk,walk,1865.21,1865.68
so,so,1865.679999,1866.0499989999998
put,put,1866.7,1866.8500000000001
your,your,1866.849999,1866.939999
weight,weight,1866.94,1867.19
in,in,1867.2,1867.3700000000001
one,one,1867.37,1867.62
leg,leg,1867.62,1868.01
lift,lift,1868.2,1868.42
the,the,1868.42,1868.5700000000002
other,other,1868.57,1868.77
off,off,1868.77,1868.9
the,the,1868.9,1869.01
ground,ground,1869.009999,1869.379999
so,,,
you're,you're,1869.5,1869.84
pressing,pressing,1870.18,1870.52
your,your,1870.559999,1870.599999
heels,heels,1870.6,1870.9499999999998
down,down,1870.949999,1871.159999
towards,towards,1871.16,1871.39
the,the,1871.389999,1871.469999
mat,mat,1871.469999,1871.7599989999999
as,as,1871.84,1871.98
much,much,1871.98,1872.19
as,as,1872.190001,1872.3100009999998
you,you,1872.309999,1872.409999
can,can,1872.42,1872.74
to,to,1872.74,1872.76
try,try,1872.77,1872.98
to,to,1872.98,1873.07
get,get,1873.07,1873.1899999999998
a,a,1873.19,1873.23
good,good,1873.23,1873.42
cat,cat,1873.42,1873.7
stretch,stretch,1873.7,1874.19
and,and,1874.84,1875.05
switch,switch,1875.05,1875.6699999999998
keep,keep,1875.7,1875.88
it,it,1875.88,1875.94
a,a,1875.94,1875.95
nice,nice,1875.95,1876.31
fluid,fluid,1876.31,1876.76
movement,movement,1876.76,1877.28
just,just,1878.17,1878.21
hold,hold,1878.23,1878.49
it,it,1878.49,1878.6
for,for,1878.6,1878.82
a,a,1878.83,1878.85
few,few,1878.85,1879.12
seconds,seconds,1879.12,1879.59
each,each,1879.9199999999998,1880.12
all,all,1896.0399989999999,1896.0599989999998
right,right,1896.0599989999998,1896.209999
oh,oh,1896.26,1896.27
come,come,1896.44,1896.67
down,down,1896.67,1897.04
this,this,1897.38,1897.65
away,away,1897.65,1898.21
deliver,deliver,1898.84,1899.05
yourself,yourself,1899.05,1899.43
